,hid,bid,state,uid,pid,text,speaker_position,is_legislator,is_committee_member,relative_position,word_count,mentions_speakers,mentions_bills,has_bill_action,has_presentation_cue,has_vote_cue,has_disposition_cue,has_motion_cue,is_transition,stage_label
114,52054,CA_201720180AB12,CA,26,45,well i think it offers at that point it would permit the agency to consider tweaking that regulation to resolve that issue it provides a feedback loop back to the legislature to things they ve identified in case there s a statutory adjustment we might need to make in the case of the bail statues those are probably based upon long ago adopted statutes so it just brings scrutiny and i think at that point there s a fork in the road they can deal with it internally but in the legislature we might decide that it warranted some further attention so that s sort of how i would anticipate i d be delighted to work with interested parties on further development i m a lawyer i think words have meaning i think these are not extraordinary words that we re using here if there s some guidance some rails to put on this conversation i m happy to undertake that as a say in very much this form as to the gravimen of the statute the heart of the statute this has been out there and widely embraced over now six years so i have no problem as people focus on it offering refinements,LEGISLATOR,1,0,0.6341463414634146,0.27034482758620687,0,0,0,0,0,0,0,0,
115,52054,CA_201720180AB12,CA,27,165448,okay thank you and i d just like to say i am supportive of this legislation today and i understand the perspective i think we re living in a very well i think it s an understatement to say interesting time where i think all of our worlds are somewhat colliding and everybody s sensibilities about what something that somebody may think is very clear means that somebody else has a very different interpretation of that and chipping away at long agreed upon values in california i don t believe that is your intention and i sit on b p and i ve seen a lot of the sunset hearings and i agree we look at some of the big issues but some of the a lot of these things were developed before i had my ipad right long standing things that perhaps there can be some marriage of those so i understand the opposition and i hope you will continue to work to,CHAIRMAN,1,1,0.6585365853658537,0.21655172413793103,0,0,0,0,0,0,0,0,
116,52054,CA_201720180AB12,CA,28,45,absolutely i will i reached out to them to sit down and with mr diaz i had not heard their opposition until just now but i ll be delighted to sit down with him as well,LEGISLATOR,1,0,0.6829268292682927,0.04827586206896552,0,0,0,0,0,0,0,0,
117,52054,CA_201720180AB12,CA,29,165448,thank you this is not an assault on workers rights by any means but a simple cleaning up of regulations right questions from the committee move to there s been a motion question mr frazier,CHAIRMAN,1,1,0.7073170731707317,0.04689655172413793,0,0,0,0,0,0,0,0,
118,52054,CA_201720180AB12,CA,30,114,mr cooley so when the california nurses association have shown that they have a very rigorous process in reviewing what affects their world would there be a possibility of exemptions for agencies that already or entities that already do this process so that they don t have to do it again as you re trying to remove duplicative processes and i m sure that s not one size fits all throughout this whole process because i would hope you d look at that also,LEGISLATOR,1,1,0.7317073170731707,0.10896551724137932,0,0,0,0,0,0,0,0,
119,52054,CA_201720180AB12,CA,31,45,that s a great idea jim i would mr frazier i would look at that indeed,LEGISLATOR,1,0,0.7560975609756098,0.020689655172413793,0,0,0,0,0,0,0,0,
120,52054,CA_201720180AB12,CA,32,114,yeah and so i m going to look as a courtesy vote today because i think it does have merit to go forward but i would hope that you can work in the concerns of the opponents on the basis of i don t see how it s implemented afterwords yet and again i think it can grow to a point where compromise might be a good thing on this front where everybody has a process where it has an opportunity to be vetted at the end in saying yes or no and again statute yes of course the legislature would be weighing in but interpretation by agencies we ve let them have interpretation and this is why we re in the process that we re in and so it s kind of like self reporting and so i don t see a lot of weight in that fashion when they want to hold something close to their heart so in that world i d hope that we can work in making sure that this works for all concerned,LEGISLATOR,1,1,0.7804878048780488,0.23448275862068965,0,0,0,0,0,0,0,0,
121,52054,CA_201720180AB12,CA,33,45,yeah well i want to say i completely agree actually that resources are precious and so where there are existing processes which have conducted this sort of work then i think there ought to be recognition of that i think that is a part of a law being fit for its intended purpose so i will continue to work on that,LEGISLATOR,1,0,0.8048780487804879,0.08413793103448276,0,0,0,0,0,0,0,0,
122,52054,CA_201720180AB12,CA,34,165448,thank you mr lackey,CHAIRMAN,1,1,0.8292682926829268,0.005517241379310344,0,0,0,0,0,0,0,0,
123,52054,CA_201720180AB12,CA,35,10,yeah just real quickly thank you for your efforts here i think this is a remarkably solid request however i just have one quick question is it possible that some of these agencies in reviewing their policies may indicate that fees are outdated and therefore have a chance to recommend an increase of fees,VICE_CHAIRMAN,1,1,0.8536585365853658,0.07448275862068965,0,0,0,0,0,0,0,0,
124,52054,CA_201720180AB12,CA,36,45,in general i think under current law there s limitations on how fees get raised they have to relate to their cost structure i think that authority is probably there already if they document that there s an appropriate need to adjust their fees so i would not think this bill constitutes an expansion of that existing authority i will have my 40th anniversary of legislative work next month i remember when every little fee required legislation and that gummed up the works of state government so i think setting a more structured approach to evaluating cost structures and fees is an innovation that was good for state government this bill would not modify that,LEGISLATOR,1,0,0.8780487804878049,0.15586206896551724,0,0,0,1,0,0,0,0,
125,52054,CA_201720180AB12,CA,37,165448,thank you any other questions from the committee we do have a motion we don t have a second yet thank you mr lackey we have a motion to second mr cooley would you like to close,CHAIRMAN,1,1,0.9024390243902439,0.0496551724137931,0,0,0,0,0,0,0,0,
126,52054,CA_201720180AB12,CA,38,45,request your aye vote and i will indeed work with opponents of this bill gladly i thank them for their time,LEGISLATOR,1,0,0.926829268292683,0.028965517241379312,0,0,0,1,0,0,0,0,
127,52054,CA_201720180AB12,CA,39,165448,thank you all right thank you mr cooley secretary please call the roll,CHAIRMAN,1,1,0.9512195121951219,0.01793103448275862,0,0,0,0,1,0,0,0,
128,52054,CA_201720180AB12,CA,40,2998,the motion is do pass and refer to committee and appropriations talamantes eggman aye talamantes eggman aye lackey aye lackey aye burke aye burke aye flora aye flora aye frazier aye frazier aye medina not voting medina not voting quirk silva aye quirk silva aye,SECRETARY,0,0,0.975609756097561,0.05241379310344828,0,0,0,0,1,0,1,0,
129,52054,CA_201720180AB12,CA,41,165448,your bill is out mr cooley thank you very much thank you very much mr chiu you are up next ab 677,CHAIRMAN,1,1,1.0,0.030344827586206897,0,1,0,0,0,0,0,0,
130,52363,CA_201720180AB1246,CA,0,4468,mr olbernolte how nice to see you pleased to tell you your bill that was on consent passed with flying colors,NONLEGISLATOR,0,0,0.0,0.13725490196078433,0,0,0,0,0,0,0,0,
131,52363,CA_201720180AB1246,CA,1,86,wow i appreciate the consideration madam,LEGISLATOR,1,0,0.08333333333333333,0.0392156862745098,0,0,0,0,0,0,0,0,
132,52363,CA_201720180AB1246,CA,2,4468,okay and today you re going to be presenting to us ab 1246,NONLEGISLATOR,0,0,0.16666666666666666,0.0784313725490196,0,1,0,0,0,0,0,0,
133,52363,CA_201720180AB1246,CA,3,86,yes ma am,LEGISLATOR,1,0,0.25,0.013071895424836602,0,0,0,0,0,0,0,0,
134,52363,CA_201720180AB1246,CA,4,4468,okay,NONLEGISLATOR,0,0,0.3333333333333333,0.006535947712418301,0,0,0,0,0,0,0,0,
135,52363,CA_201720180AB1246,CA,5,86,our colleagues the library distribution act establishes that state publications are freely available to citizens of california however in recent years it has become unclear and questions have arisen as to what with the advent of electronic distribution what a recipient of a state publication may do with that publication in other words is it just for their own personal consumption may they give it to someone else may they make copies of it the state law currently is mute on that point so questions and lawsuits have arisen in other states and we just want to make sure that we clarify this for the state of california so that problems don t arise in the future so this bill will clarify that because these publications were produced at taxpayer expense and our public records that they may be freely distributed by the people of california with that i respectfully request an aye vote,LEGISLATOR,1,0,0.4166666666666667,1.0,0,0,0,1,0,0,0,0,
136,52363,CA_201720180AB1246,CA,6,4468,okay move the bill the bill s been moved second been seconded thank you very much questions comments from the committee people speaking in support today mr olbernolte,NONLEGISLATOR,0,0,0.5,0.17647058823529413,0,0,0,0,0,0,0,0,
137,52363,CA_201720180AB1246,CA,7,86,no ma am,LEGISLATOR,1,0,0.5833333333333334,0.013071895424836602,0,0,0,0,0,0,0,0,
138,52363,CA_201720180AB1246,CA,8,4468,anybody in opposition no as well okay would you like to close,NONLEGISLATOR,0,0,0.6666666666666666,0.0784313725490196,0,0,0,0,0,0,0,0,
139,52363,CA_201720180AB1246,CA,9,86,respectfully request an aye vote,LEGISLATOR,1,0,0.75,0.032679738562091505,0,0,0,0,0,0,0,0,
140,52363,CA_201720180AB1246,CA,10,4468,okay thank you very much secretary please call the roll,NONLEGISLATOR,0,0,0.8333333333333334,0.06535947712418301,0,0,0,0,1,0,0,0,
141,52363,CA_201720180AB1246,CA,11,2998,the motion is due pass and be re referred to the committee on appropriations talamantes eggman aye talamantes eggman aye lackey aye lackey aye burke lara aye lara aye frazier medina aye medina aye quirk silva aye quirk silva aye,SECRETARY,0,0,0.9166666666666666,0.24183006535947713,0,0,0,0,1,0,1,0,
142,52363,CA_201720180AB1246,CA,12,4468,thank you very much that bill s do you need that bill should be out that bill is out thank you very much mr obernolte,NONLEGISLATOR,0,0,1.0,0.1568627450980392,0,0,0,0,0,0,0,0,
143,52363,CA_201720180AB262,CA,0,165448,ms quirk silva i wasn t here to hear you say aye on ms caballero s ab 1223 if i would ask you would be voting aye or no aye all right thank you for the record ms caballero voted aye on ab 1233 23 1223 thank you very much and that bill is out welcome mr bonta we ve been eager for your arrival yes,CHAIRMAN,1,1,0.0,0.21830985915492956,0,1,0,0,1,0,0,0,
144,52363,CA_201720180AB262,CA,1,85,i love to be so warmly welcomed thank you,LEGISLATOR,1,0,0.01639344262295082,0.03169014084507042,0,0,0,0,0,0,0,0,
145,52363,CA_201720180AB262,CA,2,165448,yes please,CHAIRMAN,1,1,0.03278688524590164,0.007042253521126761,0,0,0,0,0,0,0,0,
146,52363,CA_201720180AB262,CA,3,85,thank you madam chair and colleagues i m excited to have the opportunity to present to you today ab 262 i want to thank you madam chair and your staff for your partnership and your work on this measure ab 262 the buy clean california act uses the state of california s purchasing power to continue cutting the world s climate pollution it does this in a way that acknowledges manufacturers who have invested in emissions control and innovation many companies in california have already invested in new technologies and practices to reduce their greenhouse gas emissions a growing number of companies around the world are making similar investment to comply with local rules and regulations and to remain competitive in a climate sensitive world buy clean levels the playing field for clean manufacturers and creates powerful incentives for the entire market to reduce emissions the state of california spends on average of about 10 billion a year on infrastructure this would align california s purchasing power with our climate protection goals i want to say that we re just proud to join companies such as apple and google and others like the us navy that are already implementing similar buy clean programs ab262 will demonstrate california s climate leadership and put our state s money where it s environmental values are i respectfully ask for your aye vote and with me i have 3 witnesses i have mark olson vice president and general manager of gerdau steel of north america jeff davis vice president and general manager of central concrete a business unit of u s concrete and i have j b tengco west coast director of the bluegreen alliance,LEGISLATOR,1,0,0.04918032786885246,0.954225352112676,0,1,0,1,0,0,0,0,
147,52363,CA_201720180AB262,CA,4,165448,thank you very much gentlemen who d like to go first with your brief support,CHAIRMAN,1,1,0.06557377049180328,0.04929577464788732,0,0,0,0,0,0,0,0,
148,52363,CA_201720180AB262,CA,5,7199,good morning madam chair and committee members again my name is mark olson i m the vice president and general manager of gerdau steel i manage the operation of gerdau steel mill in rancho cucamonga gerdau s rancho cucamonga facility is the last steel mill in california that actually melts steel we recycle steel sourced from the greater los angeles area melt it and make high quality rebar that is used in large infrastructure and commercial projects throughout the state gerdau employs 1100 people in california and we have an annual payroll of more than 73 million these are good middle class jobs that can support families our use of recycled steel and california s advanced energy and emission reduction requirements have made gerdau s rebar one of the greenest and cleanest steel products available the addition of a new multimillion dollar environmental system this year will make our rancho cucamonga mill one of the cleanest in the nation gerdau supports ab 262 because it shows that california values efforts made by companies like mine to produce greener cleaner high quality products it requires california state agencies to acknowledge the environmental and climate goals outlined by the legislature and governor and develop a process to evaluate and procure products with better environmental profiles if companies like mine are going to invest in significant significant amounts of money to improve the emissions profile of their production facilities we would like to see the state place a value on procuring greener cleaner products this effort will help california meet its greenhouse gas reduction goals and it will develop a market for greener products thank you and i respectfully ask for an aye vote,NONLEGISLATOR,0,0,0.08196721311475409,0.9647887323943662,0,1,0,0,0,0,0,0,
149,52363,CA_201720180AB262,CA,6,165448,thank you very much next person speaking in support please,CHAIRMAN,1,1,0.09836065573770492,0.035211267605633804,0,0,0,0,0,0,0,0,
150,52363,CA_201720180AB262,CA,7,108945,my name is j b tengco and i m the west coast director for the bluegreen alliance the bj bluegreen alliance unites labor unions and environmental organizations to protect the environment and create and maintain quality family sustaining jobs across the economy we believe that ab 262 the buy clean bill perfectly aligns with those goals if california continues to build a low carbon future we must take steps to ensure that we do with low carbon materials and buy clean does just that make sure that california taxpayer dollars go to businesses that reduce emissions and comply with the state s climate laws promotes investments in cleaner manufacturing which maintains good family sustaining manufacturing jobs and it helps level the playing field for businesses that have invested in manufacturing products with fewer emissions many of our california in state companies like gerdau steel where bj has members are meeting the requirements of the global warming solutions act ab 32 to reduce those emissions but enterprises from other states and nations don t face the same pollution reduction requirements that our california companies do buy clean california make sure that california tax payer dollars go to manufacturers and workers in california across the country and around the world that are reducing their carbon emissions and producing cleaner products the bluegreen alliance is proud to be here today and we ask for your support,NONLEGISLATOR,0,0,0.11475409836065574,0.8063380281690141,0,1,0,0,0,0,0,0,
151,52363,CA_201720180AB262,CA,8,165448,thank you very much next person speaking in support,CHAIRMAN,1,1,0.13114754098360656,0.03169014084507042,0,0,0,0,0,0,0,0,
152,52363,CA_201720180AB262,CA,9,102733,good morning i m jeff davis vice president at u s concrete i m responsible for four operating units in northern california central concrete supply right away ready mix rock transport and west side concrete materials we employ over 600 employees in the greater bay area oakland brentwood pleasanton san francisco san jose 20 manufacturing facilities and operate over 300 delivery vehicles we have been focused on developing low carbon cleaner greener concrete for over the last eight years we were a leader in developing epds for the concrete sector we urge you to support ab 262 we highly support this initiative it will drive innovation within our industry we ve been fortunate to work in a market where we have private developers and owners that demand sustainable greener products it s forced us to innovate to meet their needs but with the state of california being the largest purchaser of concrete in the state this bill will drive innovation through our industry to drive lower carbon products through the concrete sector and we urge you to vote,NONLEGISLATOR,0,0,0.14754098360655737,0.6091549295774648,0,1,0,1,0,0,0,0,
153,52363,CA_201720180AB262,CA,10,165448,thank you very much,CHAIRMAN,1,1,0.16393442622950818,0.014084507042253521,0,0,0,0,0,0,0,0,
154,52363,CA_201720180AB262,CA,11,102733,in favor,NONLEGISLATOR,0,0,0.18032786885245902,0.007042253521126761,0,0,0,0,0,0,0,0,
155,52363,CA_201720180AB262,CA,12,165448,others speaking in support just name and affiliation please,CHAIRMAN,1,1,0.19672131147540983,0.03169014084507042,0,0,0,0,0,0,0,0,
156,52363,CA_201720180AB262,CA,13,2962,good morning madam chair and members danielle lynch on behalf of 350 sacramento in support,NONLEGISLATOR,0,0,0.21311475409836064,0.0528169014084507,0,0,0,0,0,0,0,0,
157,52363,CA_201720180AB262,CA,14,18012,melissa romero on behalf of californians against waste in support,NONLEGISLATOR,0,0,0.22950819672131148,0.035211267605633804,0,0,0,0,0,0,0,0,
158,52363,CA_201720180AB262,CA,15,4181,kimberly rosenberger with service employees international union in strong support,NONLEGISLATOR,0,0,0.2459016393442623,0.035211267605633804,0,0,0,0,0,0,0,0,
159,52363,CA_201720180AB262,CA,16,4663,sarah flocks california labor federation in support thank you,NONLEGISLATOR,0,0,0.26229508196721313,0.03169014084507042,0,0,0,0,0,0,0,0,
160,52363,CA_201720180AB262,CA,17,108946,hello david shern with physicians for social responsibility in strong support,NONLEGISLATOR,0,0,0.2786885245901639,0.03873239436619718,0,0,0,0,0,0,0,0,
161,52363,CA_201720180AB262,CA,18,4758,sam rodriguez on behalf of united food and commercial workers 160 000 employees a board member of the green blue alliance in strong support,NONLEGISLATOR,0,0,0.29508196721311475,0.08098591549295775,0,0,0,0,0,0,0,0,
162,52363,CA_201720180AB262,CA,19,108948,eileen foster united steel workers local 5 women of steel in strong support,NONLEGISLATOR,0,0,0.3114754098360656,0.045774647887323945,0,0,0,0,0,0,0,0,
163,52363,CA_201720180AB262,CA,20,17059,how you doing my name s paul ortiz president of local 8065 and we have over 300 members in la and inland empire area in strong support of this bill,NONLEGISLATOR,0,0,0.32786885245901637,0.10211267605633803,0,0,0,1,0,0,0,0,
164,52363,CA_201720180AB262,CA,21,704,good morning members lori kammerer small business california and also the california metals coalition in support,NONLEGISLATOR,0,0,0.3442622950819672,0.056338028169014086,0,0,0,0,0,0,0,0,
165,52363,CA_201720180AB262,CA,22,108950,ernest pacheco communication workers of america district nine in strong support,NONLEGISLATOR,0,0,0.36065573770491804,0.03873239436619718,0,0,0,0,0,0,0,0,
166,52363,CA_201720180AB262,CA,23,108952,daniel brad on behalf of breathe california in strong support thank you,NONLEGISLATOR,0,0,0.3770491803278688,0.04225352112676056,0,0,0,0,0,0,0,0,
167,52363,CA_201720180AB262,CA,24,15103,hi diana vazquez on behalf of the california environmental justice alliance and also the asian pacific environmental network in support,NONLEGISLATOR,0,0,0.39344262295081966,0.07042253521126761,0,0,0,0,0,0,0,0,
168,52363,CA_201720180AB262,CA,25,2076,good morning mark fenstermaker on behalf of the environmental defense fund in support,NONLEGISLATOR,0,0,0.4098360655737705,0.045774647887323945,0,0,0,0,0,0,0,0,
169,52363,CA_201720180AB262,CA,26,729,hello i m bonnie holmes gen with the american lung association of california urging your strong support,NONLEGISLATOR,0,0,0.4262295081967213,0.0528169014084507,0,0,0,0,0,0,0,0,
170,52363,CA_201720180AB262,CA,27,573,hi jim lindburg on behalf of the friends committee on legislation of california in support,NONLEGISLATOR,0,0,0.4426229508196721,0.0528169014084507,0,0,0,0,0,0,0,0,
171,52363,CA_201720180AB262,CA,28,108954,clair brown uc berkley economics professor 350 bay area and san diego 350 and fossil free california in strong support thank you,NONLEGISLATOR,0,0,0.45901639344262296,0.07746478873239436,0,0,0,0,0,0,0,0,
172,52363,CA_201720180AB262,CA,29,2261,kathryn phillips with sierra club california also speaking for the national council of jewish women los angeles and voices for progress which is a group of business owners entrepreneurs and philanthropists in support,NONLEGISLATOR,0,0,0.47540983606557374,0.11619718309859155,0,0,0,0,0,0,0,0,
173,52363,CA_201720180AB262,CA,30,165448,thank you very much those speaking in opposition today,CHAIRMAN,1,1,0.4918032786885246,0.03169014084507042,0,0,0,0,0,0,0,0,
174,52363,CA_201720180AB262,CA,31,6440,can we come up and give him some space,NONLEGISLATOR,0,0,0.5081967213114754,0.03169014084507042,0,0,0,0,0,0,0,0,
175,52363,CA_201720180AB262,CA,32,877,madam chair members scott govenar here on behalf of the construction employers association my members build the majority of all vertical public work projects in the state as mr bonta mentioned they re actually currently building the apple facility so they have no issue with green products we ve actually offered mr banta an amendment which accomplishes what we believe is the exact same goal what we ve asked is that dgs simply put in the bid specifications the level of products they want so if they want ultra clean products just put it in the specs otherwise what we re looking at is this list which is hard to see it s at least 30 products that we have to provide epds for now if a contractor in the bidding process has to look at all of these epds and evaluate which one is cleanest and then determine if it s worth it to take that clean product in exchange for the bid preference dgs then has to pull apart every single bid pull out all these numbers and rank them so i may have better structural steel brett may have better rebar someone else may have better flat glass and they have to weigh all this,NONLEGISLATOR,0,0,0.5245901639344263,0.7112676056338029,0,0,0,0,0,0,0,0,
176,52363,CA_201720180AB262,CA,33,165448,mm hm,CHAIRMAN,1,1,0.5409836065573771,0.0035211267605633804,0,0,0,0,0,0,0,0,
177,52363,CA_201720180AB262,CA,34,877,this is a nightmare and it s a recipe for bid protests which cost the state a lot of money we are at a loss quite frankly to understand why they wouldn t accept the very simple amendment to put it in the bid specs it s common practice today in bidding for agencies to designate certain products certain levels of products so simply do it here accomplishes the goal without creating needless confusion bid protests and quite frankly a nightmare for the contractor community thank you,NONLEGISLATOR,0,0,0.5573770491803278,0.29577464788732394,0,0,0,0,0,0,0,0,
178,52363,CA_201720180AB262,CA,35,165448,thank you very much next person in opposition please,CHAIRMAN,1,1,0.5737704918032787,0.03169014084507042,0,0,0,0,0,0,0,0,
179,52363,CA_201720180AB262,CA,36,393,madam chair and members my name is bret barrow with the national electrical contractors association the california legislative conference of the plumbing heating piping industry united contractors the northern california allied trades and the wall and ceiling alliance and i won t repeat everything that mr govenar has said but we certainly want to reinforce the fact that this creates a calculation and a process at dgs that would end up in a bid preference on the backend the listed products are products that we use on almost every project in a multitude of ways that you may not even recognize it are right in front of you for us to have to weigh our bid and our skilled and trained qualifications and bonding and all of that against environmental attributes and the epd s and as mr govenar said a multitude of epd s because we would bring a multitude of products to that job creates not only complexity that public works bids don t need additional complexity or administrative burden but also a preference in bid decision that s our main concern with this bill the way it s written today and for those reasons we re in opposition,NONLEGISLATOR,0,0,0.5901639344262295,0.6830985915492958,0,0,0,1,0,0,0,0,
180,52363,CA_201720180AB262,CA,37,165448,thank you very much next person speaking in opposition,CHAIRMAN,1,1,0.6065573770491803,0.03169014084507042,0,0,0,0,0,0,0,0,
181,52363,CA_201720180AB262,CA,38,6195,adam harper with the california construction and industrial materials association we represent the ready mix concrete construction aggregate and industrial minerals industry we re opposed unless amended to remove concrete there are significant challenges for the ready mix concrete industry to implementing this bill each facility can have thousands of different mixes each one which would require an epd to provide a bid to a job the content of that epd is somewhat dependent on their own manufacturing control of the concrete whether they produced the rock the cement whether they can assume the cement criteria based on not being the producer of the cement etc it s really a challenging process it creates a lot of uncertainty for the ready mix concrete industry and in the process we ve expressed our reservations about this bill in a letter and we thank you for your consideration,NONLEGISLATOR,0,0,0.6229508196721312,0.5,0,0,0,1,0,0,0,0,
182,52363,CA_201720180AB262,CA,39,165448,thank you very much next person speaking in opposition name and affiliation please,CHAIRMAN,1,1,0.639344262295082,0.045774647887323945,0,0,0,0,0,0,0,0,
183,52363,CA_201720180AB262,CA,40,675,jeff sievers on behalf of california asphalt pavement association in opposition i d also like to mention there is no national standard for asphalt yet,NONLEGISLATOR,0,0,0.6557377049180327,0.08450704225352113,0,0,0,0,0,0,0,0,
184,52363,CA_201720180AB262,CA,41,165448,thank you,CHAIRMAN,1,1,0.6721311475409836,0.007042253521126761,0,0,0,0,0,0,0,0,
185,52363,CA_201720180AB262,CA,42,653,thank you madam chair todd bloomstine for the southern california contractors association in opposition we understand but still have strong concerns thanks,NONLEGISLATOR,0,0,0.6885245901639344,0.07746478873239436,0,0,0,0,0,0,0,0,
186,52363,CA_201720180AB262,CA,43,165448,thank you,CHAIRMAN,1,1,0.7049180327868853,0.007042253521126761,0,0,0,0,0,0,0,0,
187,52363,CA_201720180AB262,CA,44,103876,if there s no more opposition i apologize for my tardiness this is actually registering in support we were late my name is jena price on behalf of the california league of conservation voters thank you,NONLEGISLATOR,0,0,0.7213114754098361,0.12323943661971831,0,0,0,0,0,0,0,0,
188,52363,CA_201720180AB262,CA,45,165448,thank you,CHAIRMAN,1,1,0.7377049180327869,0.007042253521126761,0,0,0,0,0,0,0,0,
189,52363,CA_201720180AB262,CA,46,38063,i also apologize for being late rico mastrodonato with the trust for public land in support,NONLEGISLATOR,0,0,0.7540983606557377,0.056338028169014086,0,0,0,0,0,0,0,0,
190,52363,CA_201720180AB262,CA,47,165448,duly noted okay mr bonta would you like to respond to some of the opposition,CHAIRMAN,1,1,0.7704918032786885,0.0528169014084507,0,0,0,0,0,0,0,0,
191,52363,CA_201720180AB262,CA,48,85,sure i think this is an ongoing conversation where we ll try to work out some of the kinks we have some amendments proposed we have ongoing discussions we have an open door policy so we hope that as we move this bill through the process if it gets out of committee today that we ll be able to get to a place where everybody can be supportive i know that there are some concerns when you have change like this there are concerns but we want to make it work i think for some of the contractors the concerns are around implementation and so we want to get to a place where we can implement appropriately i think conceptually there s a lot of agreement and so that s a good place to start so we ll continue to work on the details we did start with a very detailed approach to how emissions data would be considered in the review process during bid selection and we got a lot of blowback that it was too detailed too confusing and so we did the opposite and we referred it to dgs to develop an approach now we re hearing that folks don t like that they want a little more specificity up front so maybe it s a balance where we provide some guardrails and some guidance and we leave some of the details to dgs i don t know but our goal is to get everybody on board through the legislative process we re in the first house in the first committee i think we have a lot of conceptual agreement to this approach of putting california s environmental values where our purchasing power is and i will continue to work with the opposition,LEGISLATOR,1,0,0.7868852459016393,1.0,0,0,0,1,0,0,0,0,
192,52363,CA_201720180AB262,CA,49,165448,thank you very much other questions from the committee ms quirk silva,CHAIRMAN,1,1,0.8032786885245902,0.03873239436619718,0,0,0,0,0,0,0,0,
193,52363,CA_201720180AB262,CA,50,34400,well i have a few comments but first i heard the word recipe as we were speaking and it did remind me of being back in 2012 in my first term here where my very first bill presented was actually a recycled concrete bill and because it was my very first bill being presented of course i got a little ecstatic on the floor and we talked about the right strength and recipe so looking in through those lens i really would like us to see mr bonta i appreciate your comments about working with the opposition because in my district on both sides we have quite a few people employed and we want to make sure of course we re doing more with ab 30 or 32 and of course i support the new types of products and how those are going to be implemented but again as the jobs chair some of the particulars if you would as you mentioned continue to work with that then i will be a support today but again hoping that you ll work out some of this to the right concoction and a good recipe for both sides,LEGISLATOR,1,1,0.819672131147541,0.6830985915492958,0,1,0,0,0,0,0,0,
194,52363,CA_201720180AB262,CA,51,165448,thank you very much other questions comments from the committee okay do we have a motion on this,CHAIRMAN,1,1,0.8360655737704918,0.06338028169014084,0,0,0,0,0,0,0,0,
195,52363,CA_201720180AB262,CA,52,6440,i ll move the bill,NONLEGISLATOR,0,0,0.8524590163934426,0.014084507042253521,0,0,0,0,0,0,0,0,
196,52363,CA_201720180AB262,CA,53,165448,thank you,CHAIRMAN,1,1,0.8688524590163934,0.007042253521126761,0,0,0,0,0,0,0,0,
197,52363,CA_201720180AB262,CA,54,6440,second,NONLEGISLATOR,0,0,0.8852459016393442,0.0035211267605633804,0,0,0,0,0,0,0,0,
198,52363,CA_201720180AB262,CA,55,165448,thank you very much okay and i m a co author on this bill and i have a do pass yes recommendation and i also think we need to continue to work on this i think it is a big bold idea while we were doing our bill brainstorming this is one of the issues that came up from one of the best minds in california an economist about how if we really want to put california first and make sure our values align with our policy then this makes a lot of good sense but we also understood that it would be complicated to be able to get it just right so i appreciate your willingness to continue to work on this as we move forward and secretary please call the roll would you like to close mr bonta,CHAIRMAN,1,1,0.9016393442622951,0.4859154929577465,0,0,0,1,1,0,0,0,
199,52363,CA_201720180AB262,CA,56,85,respectfully ask for your aye vote thank you for your consideration and thoughtful questions colleagues,LEGISLATOR,1,0,0.9180327868852459,0.0528169014084507,0,0,0,0,0,0,0,0,
200,52363,CA_201720180AB262,CA,57,2998,the motion is do pass and be re referred to the committee on natural resources talamantes eggman aye talamantes eggman aye lackey not voting burke flora frazier medina aye quirk silva aye,SECRETARY,0,0,0.9344262295081968,0.1056338028169014,0,0,0,0,1,0,1,0,
201,52363,CA_201720180AB262,CA,58,165448,okay that bill will be on call,CHAIRMAN,1,1,0.9508196721311475,0.02464788732394366,0,0,0,0,0,0,0,0,
202,52363,CA_201720180AB262,CA,59,85,thank you very much,LEGISLATOR,1,0,0.9672131147540983,0.014084507042253521,0,0,0,0,0,0,0,0,
203,52363,CA_201720180AB262,CA,60,165448,thank you,CHAIRMAN,1,1,0.9836065573770492,0.007042253521126761,0,0,0,0,0,0,0,0,
204,52363,CA_201720180AB262,CA,61,85,thank you colleagues and staff and ms madam chair,LEGISLATOR,1,0,1.0,0.03169014084507042,0,0,0,0,0,0,0,0,
205,52363,CA_201720180AB1223,CA,0,101330,good morning madame chair and members good morning we re pleased to present ab 1223 which requires state and local public entities to post their payments to construction general contractors on their website very simple i would like to draw attention to recent author amendments that would allow posting within 21 days of making a payment for any contracts in excess of 25 000 and only if the local jurisdiction maintains a website obviously currently there s a lack of transparency in regards to when general contractors are paid for a job performed by subcontractors on public construction projects it frustrates the subcontractor s ability to get paid because they don t know when the general is ab 1223 helps subcontractors by notifying them when the general contractor has been paid and hopefully could result in more timely payments to the subcontractors who as you know actually did the work and have to pay the staff and make sure that they do it in a timely manner according to the state rules with me in support of ab 1223 is skip daum on behalf of the america subcontractors association of california and i thank you for your aye vote,LEGISLATOR,1,0,0.0,0.7100371747211895,0,1,0,0,0,0,0,0,
206,52363,CA_201720180AB1223,CA,1,198,thank you thanks madam speaker madam chair skip daum on behalf of the america subcontractors association of california particularly want to thank the chair and thank the committee consultant for arduous work in the last week i appreciate their efforts yes as the author has said this is an era of transparency and disclosures and accountability to the taxpayers and those who,NONLEGISLATOR,0,0,0.038461538461538464,0.23048327137546468,0,0,0,0,0,0,0,0,
